sub,choice,PR_EV,SR_EV,MB_EV,BR_EV
5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,0,0.0,0.0,0.5,-1.0
5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,0,0.0,0.0,0.5,1.0
5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,0,0.0,0.0,0.5,1.0
5d0ba121619661001a7f4fe6_study2_2022-11-23_11h55.18.874.csv,1,0.0,0.0,0.5,-1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,0,0.2,-0.08,-0.08,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,0.2,-0.15,-0.15,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,0.2,-0.08,-0.08,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,0.5,0.025,0.025,-1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,0,0.5,0.025,0.025,-1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,0.2,-0.08,-0.08,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,0.2,-0.08,-0.08,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,0.2,-0.15,-0.15,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,1.0,0.2,0.2,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,1.0,0.2,0.2,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,0.0,0.0,0.5,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,0.0,0.0,0.5,1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,1,0.0,0.0,0.5,-1.0
5de00d05988d7c0877eaa15a_study2_2022-11-23_11h41.29.545.csv,0,0.0,0.0,0.5,-1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,1.0,0.2,0.2,1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0,0.2,-0.08,-0.08,1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,0.5,0.025,0.025,-1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,0.2,-0.08,-0.08,1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,0.2,-0.08,-0.08,1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,0.5,0.025,0.025,-1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,0.2,-0.15,-0.15,1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,1.0,0.2,0.2,1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,0.2,-0.15,-0.15,1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,0.2,-0.08,-0.08,1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0,0.0,0.0,0.5,1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0,0.0,0.0,0.5,-1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,1,0.0,0.0,0.5,-1.0
601d1b8bca9e070519cdb841_study2_2022-11-23_11h54.05.161.csv,0,0.0,0.0,0.5,1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,0,0.2,-0.15,-0.15,1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,1,0.2,-0.15,-0.15,1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,1,0.5,0.025,0.025,-1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,1,0.5,0.025,0.025,-1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,1,0.2,-0.08,-0.08,1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,0,0.2,-0.08,-0.08,1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,1,1.0,0.2,0.2,1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,1,0.2,-0.08,-0.08,1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,0,1.0,0.2,0.2,1.0
5ff4a242cbe069bc27d9278b_study2_2022-11-22_16h32.49.082.csv,1,0.2,-0.08,-0.08,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,0.5,0.025,0.025,-1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,0.2,-0.08,-0.08,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0,0.2,-0.08,-0.08,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,0.5,0.025,0.025,-1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0,0.2,-0.08,-0.08,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,0.2,-0.08,-0.08,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0,0.2,-0.15,-0.15,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,1.0,0.2,0.2,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,1.0,0.2,0.2,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,0.2,-0.15,-0.15,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,0.0,0.0,0.5,1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,0,0.0,0.0,0.5,-1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,0.0,0.0,0.5,-1.0
5f009c12dac7c81b0e9c0d06_study2_2022-11-23_10h55.40.223.csv,1,0.0,0.0,0.5,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,0.2,-0.08,-0.08,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,0.2,-0.08,-0.08,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,1.0,0.2,0.2,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,0.5,0.025,0.025,-1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,0.2,-0.08,-0.08,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,0.2,-0.08,-0.08,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,0.2,-0.15,-0.15,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,0.5,0.025,0.025,-1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,1.0,0.2,0.2,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,1,0.2,-0.15,-0.15,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,0,0.0,0.0,0.5,-1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,0,0.0,0.0,0.5,-1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,0,0.0,0.0,0.5,1.0
5fbfe145e52a44000a9c2966_study2_2022-11-23_10h58.38.413.csv,0,0.0,0.0,0.5,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0,0.2,-0.08,-0.08,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,1,0.2,-0.08,-0.08,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,1,0.2,-0.15,-0.15,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0,1.0,0.2,0.2,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0,0.2,-0.08,-0.08,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0,0.5,0.025,0.025,-1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,1,0.2,-0.08,-0.08,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,1,0.5,0.025,0.025,-1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,1,0.2,-0.15,-0.15,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0,1.0,0.2,0.2,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,1,0.0,0.0,0.5,-1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0,0.0,0.0,0.5,-1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,1,0.0,0.0,0.5,1.0
5PARTICIPANT_study2_2022-11-23_11h53.11.001.csv,0,0.0,0.0,0.5,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,1,0.2,-0.15,-0.15,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,1,1.0,0.2,0.2,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,1,0.2,-0.08,-0.08,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0,0.2,-0.08,-0.08,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,1,0.2,-0.15,-0.15,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0,0.5,0.025,0.025,-1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,1,0.5,0.025,0.025,-1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,1,0.2,-0.08,-0.08,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0,0.2,-0.08,-0.08,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,1,1.0,0.2,0.2,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,1,0.0,0.0,0.5,-1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0,0.0,0.0,0.5,-1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0,0.0,0.0,0.5,1.0
5f1bf7bb9f48184274051108_study2_2022-11-23_09h51.40.832.csv,0,0.0,0.0,0.5,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0,0.2,-0.08,-0.08,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,1,0.2,-0.08,-0.08,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,1,0.2,-0.08,-0.08,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,1,0.2,-0.08,-0.08,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0,0.2,-0.15,-0.15,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0,0.5,0.025,0.025,-1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,1,0.5,0.025,0.025,-1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,1,1.0,0.2,0.2,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0,0.2,-0.15,-0.15,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,1,1.0,0.2,0.2,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0,0.0,0.0,0.5,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0,0.0,0.0,0.5,1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,1,0.0,0.0,0.5,-1.0
60b8db5feb283b86cce8de9f_study2_2022-11-23_11h56.57.014.csv,0,0.0,0.0,0.5,-1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,1,0.2,-0.08,-0.08,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0,0.2,-0.08,-0.08,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0,0.2,-0.08,-0.08,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0,1.0,0.2,0.2,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,1,1.0,0.2,0.2,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0,0.5,0.025,0.025,-1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,1,0.2,-0.15,-0.15,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0,0.5,0.025,0.025,-1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0,0.2,-0.08,-0.08,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0,0.2,-0.15,-0.15,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0,0.0,0.0,0.5,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,1,0.0,0.0,0.5,-1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,0,0.0,0.0,0.5,1.0
5e1b2b3e4a955b350b1e0a63_study2_2022-11-23_09h52.24.834.csv,1,0.0,0.0,0.5,-1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0,0.2,-0.15,-0.15,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0,0.2,-0.08,-0.08,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0,0.2,-0.08,-0.08,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0,0.2,-0.08,-0.08,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,1,1.0,0.2,0.2,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,1,0.5,0.025,0.025,-1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0,0.2,-0.08,-0.08,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,1,1.0,0.2,0.2,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,1,0.5,0.025,0.025,-1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,0,0.2,-0.15,-0.15,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,1,0.0,0.0,0.5,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,1,0.0,0.0,0.5,1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,1,0.0,0.0,0.5,-1.0
5PARTICIPANT_study2_2022-11-23_10h51.57.760.csv,1,0.0,0.0,0.5,-1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.2,-0.08,-0.08,1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.5,0.025,0.025,-1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,1.0,0.2,0.2,1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.2,-0.08,-0.08,1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.2,-0.08,-0.08,1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.2,-0.08,-0.08,1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,1.0,0.2,0.2,1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.2,-0.15,-0.15,1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.5,0.025,0.025,-1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.2,-0.15,-0.15,1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.0,0.0,0.5,-1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,1,0.0,0.0,0.5,1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,0,0.0,0.0,0.5,-1.0
5d00bb3b51669b000136a986_study2_2022-11-23_11h09.39.470.csv,0,0.0,0.0,0.5,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,1,1.0,0.2,0.2,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,1,1.0,0.2,0.2,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,1,0.2,-0.15,-0.15,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,0,0.2,-0.08,-0.08,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,0,0.2,-0.15,-0.15,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,1,0.5,0.025,0.025,-1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,1,0.5,0.025,0.025,-1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,0,0.2,-0.08,-0.08,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,0,0.2,-0.08,-0.08,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,1,0.2,-0.08,-0.08,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,1,0.0,0.0,0.5,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,1,0.0,0.0,0.5,1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,0,0.0,0.0,0.5,-1.0
5Loredana_study2_2022-11-23_10h54.43.783.csv,0,0.0,0.0,0.5,-1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,0.5,0.025,0.025,-1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,0.2,-0.08,-0.08,1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,1.0,0.2,0.2,1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,0.2,-0.08,-0.08,1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0,0.2,-0.15,-0.15,1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,0.2,-0.08,-0.08,1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,0.2,-0.08,-0.08,1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,0.5,0.025,0.025,-1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,0.2,-0.15,-0.15,1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,1.0,0.2,0.2,1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0,0.0,0.0,0.5,-1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,0.0,0.0,0.5,-1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,1,0.0,0.0,0.5,1.0
60ddfb3db6a71ad9ba75e387_study2_2022-11-23_11h15.19.267.csv,0,0.0,0.0,0.5,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,0.2,-0.15,-0.15,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,1.0,0.2,0.2,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,1.0,0.2,0.2,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,0.2,-0.08,-0.08,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,0.5,0.025,0.025,-1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0,0.2,-0.15,-0.15,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0,0.2,-0.08,-0.08,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,0.5,0.025,0.025,-1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,0.2,-0.08,-0.08,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,0,0.2,-0.08,-0.08,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,0.0,0.0,0.5,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,0.0,0.0,0.5,-1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,0.0,0.0,0.5,1.0
617406fbfced12169896d158_study2_2022-11-23_09h58.31.144.csv,1,0.0,0.0,0.5,-1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1,0.2,-0.08,-0.08,1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1,0.2,-0.15,-0.15,1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1,0.2,-0.15,-0.15,1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1,0.2,-0.08,-0.08,1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1,0.2,-0.08,-0.08,1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,0,0.5,0.025,0.025,-1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1,0.5,0.025,0.025,-1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1,1.0,0.2,0.2,1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1,1.0,0.2,0.2,1.0
5c90ca85283c32001673f991_study2_2022-11-22_14h06.18.837.csv,1,0.2,-0.08,-0.08,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0,0.2,-0.08,-0.08,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0,0.2,-0.15,-0.15,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0,0.2,-0.08,-0.08,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,1,0.5,0.025,0.025,-1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,1,0.5,0.025,0.025,-1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,1,1.0,0.2,0.2,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0,0.2,-0.08,-0.08,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0,0.2,-0.15,-0.15,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,0,0.2,-0.08,-0.08,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,1,1.0,0.2,0.2,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,1,0.0,0.0,0.5,1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,1,0.0,0.0,0.5,-1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,1,0.0,0.0,0.5,-1.0
5d68c8aa40524c00189e8ac2_study2_2022-11-23_10h16.02.739.csv,1,0.0,0.0,0.5,1.0
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,1,0.5,0.025,0.025,-1.0
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,1,1.0,0.2,0.2,1.0
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,1,1.0,0.2,0.2,1.0
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,0,0.2,-0.08,-0.08,1.0
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,1,0.2,-0.15,-0.15,1.0
5e31a1526ef37a1879a94441_study2_2022-11-23_09h51.21.426.csv,1,0.2,-0.08,-0.08,1.0
